no,35,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,365,1,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5
no,47,retired,single,basic.6y,unknown,yes,no,cellular,jul,mon,145,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
no,32,housemaid,married,university.degree,no,yes,no,telephone,jun,wed,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
no,26,student,single,high.school,no,no,no,cellular,may,wed,424,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1
yes,50,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,611,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
no,31,student,single,high.school,no,yes,no,cellular,apr,fri,756,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
yes,36,management,married,university.degree,no,no,no,cellular,mar,thu,148,1,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7
no,25,admin.,single,high.school,no,no,no,cellular,jul,wed,55,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
no,44,blue-collar,single,basic.4y,no,yes,no,telephone,may,thu,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
no,38,admin.,single,university.degree,no,yes,no,telephone,may,fri,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
no,31,blue-collar,single,high.school,no,yes,yes,telephone,jun,mon,325,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
no,26,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,346,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
no,47,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,159,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
no,34,services,single,high.school,no,no,no,cellular,jul,thu,111,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
no,49,technician,married,professional.course,no,no,yes,telephone,jun,thu,138,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
no,29,management,single,university.degree,no,yes,no,cellular,aug,tue,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
no,28,technician,single,professional.course,no,yes,no,cellular,jul,tue,861,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
no,31,admin.,married,university.degree,no,no,no,cellular,aug,thu,112,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
no,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,180,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
no,49,services,married,high.school,no,yes,yes,cellular,aug,mon,382,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
no,34,admin.,married,university.degree,no,yes,yes,telephone,may,mon,147,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
no,38,technician,single,professional.course,no,no,no,telephone,may,mon,147,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
no,40,self-employed,married,high.school,no,yes,no,cellular,jul,mon,51,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
yes,28,unknown,single,unknown,unknown,yes,yes,telephone,may,tue,1201,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
yes,30,technician,single,university.degree,no,no,no,cellular,sep,thu,327,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
no,47,management,married,university.degree,no,yes,no,cellular,may,tue,469,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1
no,47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,238,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
no,57,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
no,51,management,divorced,university.degree,no,no,no,cellular,may,wed,345,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
no,48,entrepreneur,married,basic.4y,no,no,yes,telephone,jun,mon,215,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
no,32,technician,single,university.degree,no,no,no,telephone,may,fri,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
no,38,technician,married,professional.course,no,no,no,cellular,mar,thu,119,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1
no,35,technician,single,university.degree,unknown,yes,no,telephone,may,thu,44,15,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
yes,45,admin.,single,university.degree,no,no,no,cellular,may,fri,582,1,3,1,success,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1
no,39,technician,single,university.degree,no,no,no,cellular,aug,thu,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
yes,31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1032,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
no,43,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,319,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
yes,33,self-employed,single,university.degree,no,yes,no,cellular,mar,mon,265,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7
no,48,unemployed,married,university.degree,no,no,no,cellular,jul,tue,277,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
no,19,student,single,high.school,unknown,no,yes,cellular,may,tue,106,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
no,41,admin.,married,university.degree,no,yes,no,cellular,jul,wed,181,1,999,1,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2
no,66,management,married,university.degree,no,no,no,cellular,may,mon,98,4,3,1,success,-1.8,92.89299999999999,-46.2,1.354,5099.1
no,26,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
no,31,blue-collar,married,unknown,no,no,no,telephone,jun,fri,339,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
no,56,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,70,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
no,31,services,married,high.school,no,no,no,cellular,jul,mon,624,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
no,44,services,married,high.school,no,yes,yes,telephone,may,wed,212,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
no,31,services,divorced,high.school,no,yes,no,cellular,jul,mon,522,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
no,31,blue-collar,single,basic.4y,no,yes,no,cellular,nov,thu,222,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
no,36,technician,married,high.school,no,yes,no,telephone,may,mon,290,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
no,38,blue-collar,single,basic.6y,unknown,no,no,cellular,may,fri,39,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
no,30,technician,single,high.school,unknown,no,no,cellular,aug,mon,339,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
no,45,entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,may,fri,61,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
no,33,technician,married,professional.course,no,yes,no,cellular,aug,mon,417,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
no,41,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
no,56,housemaid,divorced,high.school,no,no,no,telephone,may,fri,390,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
no,44,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
no,27,services,single,high.school,unknown,yes,yes,telephone,jun,fri,25,26,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
no,39,entrepreneur,married,university.degree,no,unknown,unknown,cellular,nov,fri,146,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
no,44,management,divorced,university.degree,no,no,no,cellular,may,mon,79,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1
no,51,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,133,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.838,5076.2
yes,35,admin.,single,university.degree,no,yes,no,cellular,may,fri,662,1,12,1,success,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
no,46,technician,married,professional.course,no,yes,no,cellular,nov,mon,110,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
no,24,blue-collar,single,unknown,no,no,no,cellular,jul,tue,62,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
no,28,blue-collar,single,basic.9y,no,no,no,telephone,jun,tue,138,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
no,50,entrepreneur,married,basic.9y,no,yes,no,telephone,may,thu,283,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
no,30,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,45,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
no,21,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,279,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
no,31,unemployed,single,basic.4y,no,no,yes,cellular,nov,fri,573,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
no,41,admin.,married,university.degree,no,no,no,cellular,jun,mon,175,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2
no,56,services,single,basic.4y,unknown,yes,no,cellular,may,mon,480,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
no,30,technician,single,professional.course,no,no,no,cellular,jul,tue,125,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
no,34,blue-collar,married,basic.6y,no,no,yes,telephone,jun,mon,1576,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
no,38,unemployed,single,university.degree,no,yes,no,cellular,nov,tue,97,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
no,35,technician,divorced,high.school,unknown,yes,no,telephone,aug,fri,117,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
no,33,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,827,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
no,40,technician,single,university.degree,no,no,no,telephone,may,thu,430,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1
no,39,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,113,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
no,54,self-employed,married,university.degree,no,no,no,cellular,oct,thu,99,3,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6
no,33,admin.,married,university.degree,no,yes,no,telephone,may,mon,89,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
no,42,admin.,married,university.degree,no,no,yes,cellular,aug,fri,81,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
no,37,admin.,single,university.degree,no,no,no,cellular,aug,fri,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
no,43,admin.,single,high.school,no,yes,no,cellular,jul,fri,335,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
no,46,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,thu,210,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
no,49,technician,married,high.school,no,yes,no,telephone,may,wed,418,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
no,34,admin.,single,high.school,no,no,no,telephone,jun,tue,423,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
no,40,entrepreneur,married,basic.9y,no,no,no,telephone,nov,tue,40,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
no,47,technician,married,professional.course,no,no,no,telephone,jun,thu,202,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
no,48,admin.,married,university.degree,no,no,no,cellular,nov,wed,128,7,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
no,33,admin.,married,university.degree,no,no,yes,telephone,jun,mon,232,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
no,36,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,378,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
yes,54,admin.,married,university.degree,no,yes,no,cellular,aug,fri,326,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2
no,30,technician,married,professional.course,unknown,no,no,cellular,aug,mon,37,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
no,48,technician,married,professional.course,unknown,no,no,cellular,aug,thu,112,8,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
no,27,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,120,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
no,46,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,227,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
no,30,admin.,single,university.degree,no,no,no,cellular,aug,thu,180,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
no,30,technician,single,university.degree,no,yes,no,cellular,aug,wed,215,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
no,31,admin.,single,high.school,no,no,no,cellular,may,thu,325,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1
no,28,admin.,single,basic.9y,no,yes,yes,telephone,may,thu,376,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
no,33,technician,married,basic.9y,no,yes,no,telephone,may,mon,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
yes,28,student,single,high.school,no,no,no,cellular,sep,fri,555,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5
no,38,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,146,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
no,36,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
no,33,blue-collar,married,professional.course,no,yes,yes,cellular,apr,wed,154,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1
no,28,management,single,university.degree,no,yes,no,cellular,sep,tue,76,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5
no,49,technician,married,basic.4y,no,no,yes,cellular,nov,fri,295,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
no,58,admin.,married,high.school,no,yes,no,cellular,jul,tue,104,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
no,33,management,married,high.school,unknown,yes,no,telephone,may,wed,110,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
no,44,blue-collar,married,basic.9y,unknown,yes,yes,telephone,jun,fri,175,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
yes,40,technician,single,university.degree,no,no,no,cellular,nov,mon,984,5,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5
no,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,84,12,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
no,25,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,57,2,999,1,failure,-2.9,92.963,-40.8,1.268,5076.2
no,45,admin.,married,university.degree,no,no,no,cellular,jul,tue,242,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
no,37,technician,single,university.degree,no,yes,no,telephone,may,tue,749,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
no,50,admin.,divorced,basic.9y,no,yes,yes,cellular,jul,mon,68,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
no,39,admin.,divorced,high.school,no,no,yes,cellular,may,fri,301,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1
no,55,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,141,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
no,35,unemployed,married,high.school,no,no,yes,telephone,jul,thu,84,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
yes,29,technician,married,high.school,no,no,no,cellular,jun,fri,397,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
no,37,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
no,33,management,married,university.degree,no,yes,no,cellular,may,mon,259,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
no,36,admin.,single,high.school,no,yes,no,cellular,may,tue,67,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
no,47,services,married,basic.9y,no,yes,no,cellular,apr,thu,561,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
no,31,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,368,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
yes,72,retired,married,basic.6y,no,yes,yes,cellular,oct,thu,189,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5
yes,33,admin.,single,university.degree,no,no,no,cellular,jun,wed,206,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6
no,57,retired,married,university.degree,no,yes,no,cellular,jul,mon,322,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
no,42,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,89,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
no,33,technician,married,professional.course,no,yes,no,telephone,may,wed,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
no,56,unemployed,married,basic.9y,unknown,no,yes,telephone,may,tue,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
yes,24,admin.,single,professional.course,no,no,no,cellular,apr,mon,267,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
no,55,admin.,single,university.degree,unknown,no,yes,cellular,nov,fri,143,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
yes,69,retired,married,high.school,no,no,no,cellular,nov,mon,178,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5
no,34,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,159,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
no,29,technician,single,professional.course,no,no,no,telephone,may,wed,199,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
no,28,blue-collar,single,basic.6y,unknown,unknown,unknown,telephone,may,fri,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
no,28,housemaid,married,high.school,no,no,no,cellular,jul,fri,271,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
no,44,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,73,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
no,37,services,divorced,high.school,no,unknown,unknown,cellular,jul,mon,114,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
no,40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,435,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
yes,34,technician,single,professional.course,no,no,no,cellular,mar,fri,229,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1
